Station_ID,Location,Capacity_kW,Installation_Date,Power_Level
18443,Patna,200,2022-11-17,DC Fast
18444,Vizhinjam,50,2021-08-05,Level 2
18445,Raipur,30,2019-12-25,Level 2
18446,Guntur,30,2022-12-15,Level 2
18447,Salem,300,2021-01-04,DC Fast
18448,Amritsar,75,2021-10-15,Level 2
18449,Dharwad,7.2,2021-12-05,Level 1
18450,Mangalore,43,2022-04-13,Level 2
18451,Vizhinjam,150,2024-03-14,DC Fast
18452,Allahabad,100,2021-01-24,Level 2
18453,Visakhapatnam,180,2023-03-08,DC Fast
18454,Muzaffarpur,180,2023-09-18,DC Fast
18455,Karnal,11,2021-01-10,Level 1
18456,Kolkata,120,2023-11-12,DC Fast
18457,Salem,7.2,2019-03-02,Level 1
18458,Chennai,200,2022-01-26,DC Fast
18459,Jhansi,7.2,2021-06-11,Level 1
18460,Siliguri,7.2,2022-03-20,Level 1
18461,Allahabad,7.2,2019-05-25,Level 1
18462,Nanded,7.2,2020-03-04,Level 1
18463,Karnal,43,2019-09-19,Level 2
18464,Kohima,300,2024-01-22,DC Fast
18465,Anantapur,60,2023-09-01,Level 2
18466,Coimbatore,60,2022-07-25,Level 2
18467,Lucknow,150,2023-11-27,DC Fast
18468,Mangalore,90,2024-05-27,Level 2
18469,Thane,3.3,2019-03-15,Level 1
18470,Thrissur,50,2021-03-21,Level 2
18471,Satna,30,2024-01-08,Level 2
18472,Thrissur,250,2024-05-19,DC Fast
18473,Anantapur,100,2019-02-12,Level 2
18474,Lucknow,100,2019-12-20,Level 2
18475,Shillong,300,2023-11-25,DC Fast
18476,Pimpri-Chinchwad,150,2022-04-25,DC Fast
18477,Naya Raipur,43,2022-10-25,Level 2
18478,Madurai,150,2022-12-15,DC Fast
18479,Panaji,300,2023-12-13,DC Fast
18480,Asansol,60,2024-02-29,Level 2
18481,Bengaluru,180,2023-06-20,DC Fast
18482,Faridabad,50,2024-07-10,Level 2
18483,Meerut,150,2023-06-10,DC Fast
18484,Howrah,180,2024-09-12,DC Fast
18485,Ambala,200,2021-09-16,DC Fast
18486,Mumbai,11,2022-04-19,Level 1
18487,Jodhpur,180,2024-01-26,DC Fast
18488,Jaipur,100,2023-01-22,Level 2
18489,Gaya,200,2019-08-26,DC Fast
18490,Satna,22,2022-08-26,Level 1
18491,Madurai,43,2022-02-16,Level 2
18492,Rohtak,7.2,2024-04-27,Level 1
18493,Berhampur,120,2021-11-15,DC Fast
18494,Thrissur,7.2,2020-09-11,Level 1
18495,Vasai,150,2019-02-09,DC Fast
18496,Paradip,30,2021-07-03,Level 2
18497,Thane,200,2019-04-22,DC Fast
18498,Karimnagar,250,2024-05-23,DC Fast
18499,Jabalpur,30,2023-11-15,Level 2
18500,Paradip,60,2024-07-01,Level 2
18501,Vasai,50,2024-04-16,Level 2
18502,Varanasi,50,2021-09-06,Level 2
18503,Durgapur,200,2019-04-12,DC Fast
18504,Panaji,50,2024-06-23,Level 2
18505,Naya Raipur,250,2021-01-04,DC Fast
18506,Ghaziabad,43,2024-03-14,Level 2
18507,Rourkela,100,2024-04-22,Level 2
18508,Bilaspur,22,2022-08-26,Level 1
18509,Warangal,3.3,2021-11-03,Level 1
18510,Bathinda,43,2021-08-17,Level 2
18511,Guntur,3.3,2023-05-28,Level 1
18512,Balasore,200,2019-01-14,DC Fast
18513,Srinagar,43,2020-06-01,Level 2
18514,Rajkot,180,2020-10-07,DC Fast
18515,Dehradun,11,2024-07-26,Level 1
18516,Saharanpur,100,2019-11-14,Level 2
18517,Guwahati,250,2020-04-03,DC Fast
18518,Naya Raipur,180,2021-05-13,DC Fast
18519,Nellore,150,2019-01-30,DC Fast
18520,Nellore,120,2019-05-02,DC Fast
18521,Ajmer,180,2023-05-25,DC Fast
18522,Faridabad,90,2019-05-09,Level 2
18523,Karimnagar,7.2,2021-06-08,Level 1
18524,Bhagalpur,43,2022-04-03,Level 2
18525,Mumbai,200,2022-03-01,DC Fast
18526,Gangtok,100,2021-03-04,Level 2
18527,Gandhinagar,180,2024-01-06,DC Fast
18528,Pimpri-Chinchwad,30,2019-02-06,Level 2
18529,Asansol,150,2023-01-13,DC Fast
18530,Ujjain,50,2022-03-21,Level 2
18531,Muzaffarpur,200,2020-04-17,DC Fast
18532,Jamshedpur,90,2020-12-16,Level 2
18533,Varanasi,200,2020-04-26,DC Fast
18534,Porbandar,150,2020-01-31,DC Fast
18535,Silchar,60,2023-09-26,Level 2
18536,Mysuru,100,2023-09-13,Level 2
18537,Meerut,22,2023-09-16,Level 1
18538,Porbandar,150,2021-03-30,DC Fast
18539,Kohima,50,2020-01-29,Level 2
18540,Gaya,43,2019-04-16,Level 2
18541,Vizhinjam,180,2020-04-10,DC Fast
18542,Darbhanga,150,2021-10-05,DC Fast
18543,Gangtok,50,2019-05-05,Level 2
18544,Balasore,22,2019-03-28,Level 1
18545,Nashik,200,2022-02-02,DC Fast
18546,Visakhapatnam,7.2,2023-10-28,Level 1
18547,Anantapur,250,2023-05-28,DC Fast
18548,Ludhiana,60,2020-02-07,Level 2
18549,Ghaziabad,200,2020-12-18,DC Fast
18550,Jhansi,60,2020-10-17,Level 2
18551,Amaravati,250,2023-12-15,DC Fast
18552,Bareilly,3.3,2023-04-29,Level 1
18553,Belgaum,300,2020-12-27,DC Fast
18554,Panipat,43,2019-11-14,Level 2
18555,Coimbatore,60,2021-07-14,Level 2
18556,Delhi,60,2023-04-18,Level 2
18557,Amritsar,100,2019-10-11,Level 2
18558,Nanded,43,2022-02-14,Level 2
18559,Bengaluru,150,2021-10-11,DC Fast
18560,Rajkot,180,2019-02-16,DC Fast
18561,Aurangabad,50,2022-07-29,Level 2
18562,Ambala,22,2024-03-17,Level 1
18563,Bhopal,50,2024-02-26,Level 2
18564,Coimbatore,3.3,2022-01-30,Level 1
18565,Siliguri,100,2019-07-25,Level 2
18566,Shillong,90,2019-12-20,Level 2
18567,Coimbatore,60,2019-09-25,Level 2
18568,Jabalpur,11,2022-01-09,Level 1
18569,Srinagar,180,2022-10-11,DC Fast
18570,Srinagar,22,2023-10-15,Level 1
18571,Aurangabad,250,2022-10-01,DC Fast
18572,Jhansi,11,2024-06-15,Level 1
18573,Vijayawada,43,2024-08-21,Level 2
18574,Gangtok,3.3,2021-01-03,Level 1
18575,Nashik,75,2020-01-19,Level 2
18576,Hyderabad,100,2020-08-14,Level 2
18577,Karnal,180,2024-08-15,DC Fast
18578,Delhi,22,2020-12-03,Level 1
18579,Gaya,180,2024-01-12,DC Fast
18580,Visakhapatnam,90,2021-11-11,Level 2
18581,Rourkela,200,2023-11-18,DC Fast
18582,Jhansi,250,2023-08-29,DC Fast
18583,Kurukshetra,22,2021-09-04,Level 1
18584,Kota,7.2,2022-09-09,Level 1
18585,Asansol,250,2021-11-04,DC Fast
18586,Aizawl,7.2,2019-11-29,Level 1
18587,Tirupati,250,2023-02-27,DC Fast
18588,Kota,100,2022-05-22,Level 2
18589,Jhansi,60,2022-01-03,Level 2
18590,Rourkela,180,2019-09-21,DC Fast
18591,Gwalior,3.3,2020-06-12,Level 1
18592,Panaji,100,2021-11-29,Level 2
18593,Nanded,30,2021-03-25,Level 2
18594,Ghaziabad,22,2019-01-04,Level 1
18595,Kalyan,30,2020-02-24,Level 2
18596,Coimbatore,300,2024-05-11,DC Fast
18597,Warangal,250,2022-02-27,DC Fast
18598,Durgapur,200,2021-01-10,DC Fast
18599,Varanasi,22,2023-12-23,Level 1
18600,Kohima,11,2024-02-24,Level 1
18601,Tiruchirappalli,75,2024-07-07,Level 2
18602,Tiruchirappalli,150,2022-09-29,DC Fast
18603,Silchar,100,2020-05-12,Level 2
18604,Imphal,150,2023-07-21,DC Fast
18605,Kakinada,100,2021-01-20,Level 2
18606,Silchar,90,2022-06-21,Level 2
18607,Tuticorin,50,2021-07-13,Level 2
18608,Dehradun,300,2019-06-26,DC Fast
18609,Kalyan,50,2023-02-24,Level 2
18610,Bilaspur,50,2021-10-15,Level 2
18611,Aizawl,22,2022-09-08,Level 1
18612,Bareilly,75,2019-01-14,Level 2
18613,Delhi,11,2022-11-23,Level 1
18614,Darbhanga,300,2021-09-08,DC Fast
18615,Srinagar,75,2020-05-01,Level 2
18616,Panaji,180,2019-01-17,DC Fast
18617,Shillong,180,2021-10-15,DC Fast
18618,Dhanbad,3.3,2024-07-16,Level 1
18619,Kota,43,2020-10-22,Level 2
18620,Jaipur,300,2019-10-31,DC Fast
18621,Kakinada,120,2020-04-29,DC Fast
18622,Mangalore,43,2020-10-30,Level 2
18623,Aizawl,43,2019-12-24,Level 2
18624,Imphal,300,2023-11-09,DC Fast
18625,Ghaziabad,43,2022-12-13,Level 2
18626,Thane,30,2024-09-26,Level 2
18627,Salem,22,2020-09-14,Level 1
18628,Mumbai,100,2019-03-29,Level 2
18629,Berhampur,11,2021-04-19,Level 1
18630,Delhi,60,2019-07-27,Level 2
18631,Aizawl,50,2019-09-21,Level 2
18632,Rajkot,30,2020-07-09,Level 2
18633,Nashik,120,2020-10-31,DC Fast
18634,Nashik,11,2024-03-01,Level 1
18635,Thrissur,11,2021-02-19,Level 1
18636,Bhagalpur,250,2019-11-27,DC Fast
18637,Surat,100,2021-02-06,Level 2
18638,Kollam,200,2020-11-21,DC Fast
18639,Porbandar,22,2024-07-03,Level 1
18640,Shimla,200,2021-06-20,DC Fast
18641,Darbhanga,43,2022-12-08,Level 2
18642,Nanded,3.3,2019-03-13,Level 1
18643,Bareilly,43,2020-04-21,Level 2
18644,Itanagar,22,2020-05-05,Level 1
18645,Rourkela,100,2024-09-16,Level 2
18646,Asansol,43,2020-09-11,Level 2
18647,Ujjain,100,2020-06-14,Level 2
18648,Bhopal,250,2020-07-08,DC Fast
18649,Warangal,90,2022-01-31,Level 2
18650,Ludhiana,100,2021-10-18,Level 2
18651,Varanasi,300,2020-04-02,DC Fast
18652,Chandigarh,100,2024-08-01,Level 2
18653,Muzaffarpur,90,2024-01-12,Level 2
18654,Coimbatore,75,2019-01-02,Level 2
18655,Agra,3.3,2024-01-31,Level 1
18656,Allahabad,3.3,2022-08-12,Level 1
18657,Shillong,50,2019-06-20,Level 2
18658,Panipat,3.3,2021-09-14,Level 1
18659,Vijayawada,100,2019-10-16,Level 2
18660,Chennai,90,2021-11-26,Level 2
18661,Aligarh,43,2021-10-19,Level 2
18662,Visakhapatnam,200,2021-06-15,DC Fast
18663,Ranchi,300,2023-06-19,DC Fast
18664,Navi Mumbai,3.3,2019-01-28,Level 1
18665,Coimbatore,150,2021-02-08,DC Fast
18666,Darbhanga,43,2020-07-03,Level 2
18667,Panipat,22,2019-05-04,Level 1
18668,Bilaspur,200,2021-04-27,DC Fast
18669,Nashik,150,2019-10-27,DC Fast
18670,Chennai,60,2023-12-31,Level 2
18671,Chennai,11,2022-01-13,Level 1
18672,Nanded,7.2,2019-09-20,Level 1
18673,Warangal,22,2019-11-25,Level 1
18674,Kolkata,43,2021-07-02,Level 2
18675,Tirunelveli,100,2022-09-13,Level 2
18676,Noida,90,2022-02-23,Level 2
18677,Aligarh,22,2020-09-12,Level 1
18678,Ludhiana,300,2019-06-01,DC Fast
18679,Gaya,200,2023-10-10,DC Fast
18680,Thrissur,43,2020-11-02,Level 2
18681,Saharanpur,60,2019-03-24,Level 2
18682,Darbhanga,120,2022-12-25,DC Fast
18683,Kollam,30,2023-08-17,Level 2
18684,Pune,75,2020-10-08,Level 2
18685,Itanagar,120,2020-01-19,DC Fast
18686,Vijayawada,150,2019-04-25,DC Fast
18687,Thane,300,2024-07-28,DC Fast
18688,Howrah,50,2022-07-15,Level 2
18689,Allahabad,250,2019-05-09,DC Fast
18690,Kollam,50,2024-03-18,Level 2
18691,Cuttack,150,2021-09-16,DC Fast
18692,Ujjain,22,2020-12-27,Level 1
18693,Hisar,3.3,2023-11-08,Level 1
18694,Nagpur,100,2021-09-11,Level 2
18695,Vizhinjam,50,2021-05-22,Level 2
18696,Madurai,180,2024-09-20,DC Fast
18697,Kochi,150,2020-01-02,DC Fast
18698,Vasai,7.2,2021-09-09,Level 1
18699,Lucknow,180,2019-01-07,DC Fast
18700,Varanasi,3.3,2024-09-28,Level 1
18701,Belgaum,43,2020-09-30,Level 2
18702,Siliguri,150,2023-10-22,DC Fast
18703,Asansol,75,2024-04-12,Level 2
18704,Lucknow,11,2021-05-29,Level 1
18705,Anantapur,300,2023-04-15,DC Fast
18706,Allahabad,43,2022-06-10,Level 2
18707,Saharanpur,60,2019-09-10,Level 2
18708,Tiruchirappalli,3.3,2019-07-31,Level 1
18709,Kalyan,11,2019-10-23,Level 1
18710,Meerut,150,2021-12-10,DC Fast
18711,Jamshedpur,7.2,2023-05-16,Level 1
18712,Rewa,75,2024-01-28,Level 2
18713,Ghaziabad,120,2019-01-03,DC Fast
18714,Shimla,150,2023-03-01,DC Fast
18715,Bhopal,50,2024-09-08,Level 2
18716,Guwahati,7.2,2021-04-19,Level 1
18717,Tirunelveli,22,2022-06-09,Level 1
18718,Shimla,250,2022-06-01,DC Fast
18719,Noida,250,2021-11-17,DC Fast
18720,Ranchi,75,2023-07-03,Level 2
18721,Kurukshetra,43,2019-03-26,Level 2
18722,Tirupati,75,2022-05-25,Level 2
18723,Agra,50,2020-07-02,Level 2
18724,Karimnagar,90,2020-06-03,Level 2
18725,Darbhanga,100,2023-03-28,Level 2
18726,Dehradun,100,2021-07-21,Level 2
18727,Rourkela,22,2020-06-05,Level 1
18728,Ahmedabad,100,2024-09-20,Level 2
18729,Durgapur,3.3,2020-03-26,Level 1
18730,Ujjain,150,2024-07-04,DC Fast
18731,Gangtok,60,2021-10-12,Level 2
18732,Hosur,150,2019-09-25,DC Fast
18733,Ghaziabad,60,2021-12-21,Level 2
18734,Dharwad,200,2023-04-07,DC Fast
18735,Guntur,100,2019-04-14,Level 2
18736,Hisar,300,2021-09-02,DC Fast
18737,Muzaffarpur,50,2023-11-12,Level 2
18738,Berhampur,150,2024-07-12,DC Fast
18739,Navi Mumbai,180,2019-08-03,DC Fast
18740,Muzaffarpur,60,2023-04-11,Level 2
18741,Panipat,150,2022-08-03,DC Fast
18742,Vijayawada,22,2019-05-12,Level 1
18743,Navi Mumbai,3.3,2019-11-21,Level 1
18744,Moradabad,75,2021-08-11,Level 2
18745,Hyderabad,7.2,2020-01-11,Level 1
18746,Jabalpur,50,2020-11-21,Level 2
18747,Bokaro,60,2022-04-18,Level 2
18748,Belgaum,50,2024-01-19,Level 2
18749,Thane,22,2019-06-08,Level 1
18750,Gangtok,100,2023-09-28,Level 2
18751,Kalyan,50,2020-03-07,Level 2
18752,Amaravati,11,2019-01-28,Level 1
18753,Pune,200,2019-04-29,DC Fast
18754,Faridabad,150,2020-12-09,DC Fast
18755,Guntur,11,2020-05-28,Level 1
18756,Aizawl,100,2022-07-30,Level 2
18757,Paradip,50,2024-03-19,Level 2
18758,Kolkata,30,2019-09-16,Level 2
18759,Madurai,30,2021-06-10,Level 2
18760,Karimnagar,3.3,2024-06-12,Level 1
18761,Pune,60,2024-04-07,Level 2
18762,Ghaziabad,300,2020-09-11,DC Fast
18763,Asansol,180,2021-04-08,DC Fast
18764,Dharwad,3.3,2021-05-12,Level 1
18765,Rewa,11,2019-12-15,Level 1
18766,Siliguri,30,2020-05-22,Level 2
18767,Noida,200,2024-04-14,DC Fast
18768,Porbandar,75,2022-09-01,Level 2
18769,Siliguri,75,2020-04-30,Level 2
18770,Kohima,7.2,2020-06-26,Level 1
18771,Kollam,22,2022-07-23,Level 1
18772,Gwalior,200,2022-11-15,DC Fast
18773,Satna,200,2020-04-30,DC Fast
18774,Hubli,150,2024-07-10,DC Fast
18775,Pimpri-Chinchwad,43,2020-12-12,Level 2
18776,Hubli,11,2020-07-09,Level 1
18777,Kota,100,2022-09-28,Level 2
18778,Gwalior,30,2023-09-22,Level 2
18779,Ranchi,43,2024-02-12,Level 2
18780,Dharwad,200,2024-08-30,DC Fast
18781,Srinagar,75,2022-06-06,Level 2
18782,Jhansi,200,2019-03-04,DC Fast
18783,Aizawl,250,2022-02-04,DC Fast
18784,Naya Raipur,150,2023-05-11,DC Fast
18785,Shimla,50,2021-05-06,Level 2
18786,Bareilly,7.2,2021-10-23,Level 1
18787,Saharanpur,150,2024-09-26,DC Fast
18788,Imphal,300,2024-01-11,DC Fast
18789,Mumbai,250,2020-12-24,DC Fast
18790,Berhampur,150,2022-02-24,DC Fast
18791,Thane,30,2021-12-30,Level 2
18792,Rajkot,150,2022-06-12,DC Fast
18793,Dhanbad,90,2021-04-17,Level 2
18794,Ranchi,75,2024-07-25,Level 2
18795,Naya Raipur,100,2020-05-11,Level 2
18796,Guwahati,50,2020-11-26,Level 2
18797,Gandhinagar,22,2023-01-19,Level 1
18798,Vijayawada,43,2022-02-01,Level 2
18799,Saharanpur,90,2024-01-29,Level 2
18800,Bilaspur,90,2019-02-14,Level 2
18801,Itanagar,3.3,2020-01-20,Level 1
18802,Noida,11,2022-03-31,Level 1
18803,Hubli,75,2023-05-31,Level 2
18804,Rajkot,30,2023-03-16,Level 2
18805,Ludhiana,250,2019-03-31,DC Fast
18806,Allahabad,200,2020-09-14,DC Fast
18807,Asansol,75,2023-07-01,Level 2
18808,Asansol,50,2023-12-19,Level 2
18809,Guwahati,7.2,2022-07-20,Level 1
18810,Vadodara,180,2021-01-29,DC Fast
18811,Gandhinagar,7.2,2022-10-27,Level 1
18812,Ghaziabad,11,2021-04-12,Level 1
18813,Gwalior,90,2022-02-17,Level 2
18814,Durgapur,250,2021-03-03,DC Fast
18815,Jodhpur,250,2024-02-07,DC Fast
18816,Itanagar,7.2,2024-02-12,Level 1
18817,Rourkela,43,2022-09-04,Level 2
18818,Cuttack,100,2019-09-06,Level 2
18819,Mysuru,120,2023-10-31,DC Fast
18820,Rourkela,150,2019-02-24,DC Fast
18821,Vijayawada,7.2,2022-03-12,Level 1
18822,Jabalpur,43,2022-11-20,Level 2
18823,Varanasi,3.3,2023-03-31,Level 1
18824,Meerut,200,2021-06-23,DC Fast
18825,Kurukshetra,3.3,2022-11-21,Level 1
18826,Itanagar,7.2,2022-06-23,Level 1
18827,Moradabad,7.2,2022-03-30,Level 1
18828,Jaipur,90,2019-09-12,Level 2
18829,Tirunelveli,90,2020-10-14,Level 2
18830,Panaji,120,2024-02-28,DC Fast
18831,Tirupati,100,2021-10-16,Level 2
18832,Dharwad,60,2020-09-09,Level 2
18833,Ranchi,200,2022-04-02,DC Fast
18834,Meerut,100,2020-04-29,Level 2
18835,Navi Mumbai,90,2023-12-12,Level 2
18836,Chennai,43,2021-07-23,Level 2
18837,Jodhpur,150,2022-10-09,DC Fast
18838,Belgaum,100,2024-05-08,Level 2
18839,Rewa,120,2023-12-03,DC Fast
18840,Kakinada,43,2021-02-19,Level 2
18841,Rajkot,300,2019-04-13,DC Fast
18842,Bokaro,11,2019-03-16,Level 1
18843,Dharwad,90,2023-05-01,Level 2
18844,Rajkot,50,2023-02-06,Level 2
18845,Silchar,100,2021-01-01,Level 2
18846,Naya Raipur,3.3,2019-09-01,Level 1
18847,Tuticorin,75,2020-01-09,Level 2
18848,Gaya,300,2020-11-24,DC Fast
18849,Raipur,3.3,2024-05-13,Level 1
18850,Rohtak,180,2019-03-24,DC Fast
18851,Bareilly,75,2021-04-24,Level 2
18852,Itanagar,90,2022-06-23,Level 2
18853,Visakhapatnam,150,2022-08-04,DC Fast
18854,Delhi,3.3,2024-06-23,Level 1
18855,Kakinada,22,2021-01-06,Level 1
18856,Panipat,11,2024-08-02,Level 1
18857,Shillong,180,2022-11-05,DC Fast
18858,Howrah,22,2019-08-11,Level 1
18859,Meerut,250,2023-05-07,DC Fast
18860,Rewa,75,2023-02-27,Level 2
18861,Moradabad,200,2019-08-30,DC Fast
18862,Shimla,7.2,2021-03-09,Level 1
18863,Ambala,200,2019-09-21,DC Fast
18864,Guwahati,60,2020-05-06,Level 2
18865,Gwalior,43,2020-01-05,Level 2
18866,Nashik,300,2021-11-04,DC Fast
18867,Mangalore,300,2021-05-04,DC Fast
18868,Surat,3.3,2024-04-05,Level 1
18869,Chandigarh,180,2019-03-05,DC Fast
18870,Saharanpur,50,2020-05-26,Level 2
18871,Noida,30,2020-12-12,Level 2
18872,Aligarh,100,2023-05-31,Level 2
18873,Silchar,150,2019-12-22,DC Fast
18874,Noida,200,2021-09-15,DC Fast
18875,Ranchi,200,2021-11-23,DC Fast
18876,Hubli,50,2023-04-24,Level 2
18877,Karimnagar,100,2022-02-27,Level 2
18878,Visakhapatnam,30,2022-08-07,Level 2
18879,Amritsar,11,2019-09-30,Level 1
18880,Gandhinagar,75,2021-01-25,Level 2
18881,Mysuru,30,2024-09-08,Level 2
18882,Kalyan,200,2022-04-20,DC Fast
18883,Kota,100,2020-10-17,Level 2
18884,Coimbatore,30,2019-01-19,Level 2
18885,Chandigarh,22,2021-12-31,Level 1
18886,Silchar,11,2021-09-02,Level 1
18887,Shimla,7.2,2019-04-29,Level 1
18888,Amritsar,30,2020-07-05,Level 2
18889,Guwahati,60,2022-07-15,Level 2
18890,Ambala,90,2023-09-19,Level 2
18891,Surat,60,2021-01-28,Level 2
18892,Kollam,11,2020-01-13,Level 1
18893,Dhanbad,11,2024-04-11,Level 1
18894,Gaya,60,2019-07-12,Level 2
18895,Kochi,90,2021-09-23,Level 2
18896,Tirupati,150,2021-06-20,DC Fast
18897,Hyderabad,90,2022-02-18,Level 2
18898,Rewa,60,2022-09-19,Level 2
18899,Kota,50,2024-05-25,Level 2
18900,Salem,60,2022-08-01,Level 2
18901,Rajkot,11,2023-01-19,Level 1
18902,Guntur,50,2021-05-12,Level 2
18903,Chandigarh,200,2019-05-01,DC Fast
18904,Thrissur,22,2020-04-07,Level 1
18905,Kota,180,2020-01-11,DC Fast
18906,Panipat,180,2023-10-25,DC Fast
18907,Warangal,150,2024-06-19,DC Fast
18908,Madurai,30,2023-12-23,Level 2
18909,Warangal,90,2023-12-28,Level 2
18910,Thrissur,150,2020-03-07,DC Fast
18911,Chandigarh,60,2023-08-26,Level 2
18912,Ambala,22,2023-10-21,Level 1
18913,Amritsar,120,2020-01-20,DC Fast
18914,Ajmer,30,2022-05-14,Level 2
18915,Silchar,50,2024-07-08,Level 2
18916,Ajmer,30,2020-08-25,Level 2
18917,Howrah,50,2021-08-26,Level 2
18918,Balasore,200,2021-02-02,DC Fast
18919,Gangtok,250,2021-01-17,DC Fast
18920,Kota,43,2023-07-24,Level 2
18921,Aligarh,300,2019-05-11,DC Fast
18922,Pune,60,2019-05-03,Level 2
18923,Navi Mumbai,75,2021-10-30,Level 2
18924,Navi Mumbai,3.3,2021-12-22,Level 1
18925,Chandigarh,75,2022-09-25,Level 2
18926,Howrah,150,2019-10-20,DC Fast
18927,Warangal,3.3,2024-03-18,Level 1
18928,Jaipur,50,2019-02-27,Level 2
18929,Ghaziabad,43,2019-05-28,Level 2
18930,Navi Mumbai,300,2019-11-03,DC Fast
18931,Kohima,60,2022-02-25,Level 2
18932,Ghaziabad,100,2024-09-11,Level 2
18933,Amaravati,43,2024-06-04,Level 2
18934,Hyderabad,180,2022-01-14,DC Fast
18935,Hisar,120,2023-02-07,DC Fast
18936,Vasai,90,2023-01-13,Level 2
18937,Nellore,300,2019-07-15,DC Fast
18938,Howrah,3.3,2020-05-10,Level 1
18939,Surat,3.3,2022-08-14,Level 1
18940,Salem,22,2024-07-14,Level 1
18941,Bhagalpur,7.2,2022-05-28,Level 1
18942,Bathinda,50,2022-10-31,Level 2
18943,Moradabad,300,2023-07-17,DC Fast
18944,Navi Mumbai,22,2021-08-28,Level 1
18945,Chennai,11,2023-01-02,Level 1
18946,Rourkela,3.3,2022-06-19,Level 1
18947,Ujjain,3.3,2023-08-15,Level 1
18948,Ajmer,11,2020-08-05,Level 1
18949,Bhopal,3.3,2023-11-19,Level 1
18950,Tiruchirappalli,75,2023-06-07,Level 2
18951,Patna,150,2023-06-14,DC Fast
18952,Dharwad,22,2021-06-27,Level 1
18953,Tiruchirappalli,150,2020-03-15,DC Fast
18954,Gandhinagar,43,2023-05-06,Level 2
18955,Gaya,300,2019-12-15,DC Fast
18956,Faridabad,30,2022-07-03,Level 2
18957,Rajkot,43,2020-08-27,Level 2
18958,Gaya,150,2019-10-17,DC Fast
18959,Srinagar,120,2019-09-22,DC Fast
18960,Chandigarh,75,2020-03-26,Level 2
18961,Guwahati,7.2,2023-09-02,Level 1
18962,Anantapur,250,2022-10-10,DC Fast
18963,Tirunelveli,50,2023-05-14,Level 2
18964,Allahabad,22,2022-10-01,Level 1
18965,Shimla,3.3,2022-02-20,Level 1
18966,Kochi,22,2023-02-16,Level 1
18967,Siliguri,43,2024-07-20,Level 2
18968,Guntur,75,2020-11-05,Level 2
18969,Kalyan,180,2020-03-27,DC Fast
18970,Bokaro,180,2023-06-26,DC Fast
18971,Berhampur,300,2023-11-11,DC Fast
18972,Amaravati,11,2022-06-03,Level 1
18973,Bokaro,90,2024-06-14,Level 2
18974,Gwalior,75,2021-02-04,Level 2
18975,Visakhapatnam,30,2020-08-07,Level 2
18976,Aizawl,200,2022-03-10,DC Fast
18977,Gwalior,300,2022-08-24,DC Fast
18978,Amaravati,30,2020-05-16,Level 2
18979,Vizhinjam,22,2019-12-06,Level 1
18980,Surat,200,2019-09-02,DC Fast
18981,Solapur,120,2019-04-12,DC Fast
18982,Ajmer,200,2023-04-26,DC Fast
18983,Tiruchirappalli,50,2023-10-22,Level 2
18984,Pimpri-Chinchwad,7.2,2022-03-02,Level 1
18985,Vadodara,150,2020-01-21,DC Fast
18986,Hisar,250,2022-10-06,DC Fast
18987,Dhanbad,30,2019-06-30,Level 2
18988,Aligarh,11,2021-09-25,Level 1
18989,Belgaum,22,2023-10-22,Level 1
18990,Amritsar,120,2024-09-20,DC Fast
18991,Bokaro,120,2022-01-12,DC Fast
18992,Rourkela,11,2019-04-04,Level 1
18993,Nellore,180,2023-04-05,DC Fast
18994,Guwahati,250,2024-07-06,DC Fast
18995,Meerut,180,2023-06-18,DC Fast
18996,Coimbatore,180,2022-05-17,DC Fast
18997,Jabalpur,60,2023-07-01,Level 2
18998,Rourkela,7.2,2024-05-29,Level 1
18999,Karimnagar,120,2023-10-25,DC Fast
19000,Bareilly,300,2022-04-15,DC Fast
19001,Vadodara,50,2023-10-02,Level 2
19002,Dhanbad,100,2021-04-20,Level 2
19003,Kolkata,60,2021-03-05,Level 2
19004,Ludhiana,300,2024-06-09,DC Fast
19005,Moradabad,60,2021-02-12,Level 2
19006,Darbhanga,50,2022-10-01,Level 2
19007,Patna,3.3,2023-06-19,Level 1
19008,Kurukshetra,30,2023-10-22,Level 2
19009,Paradip,43,2019-03-17,Level 2
19010,Durgapur,50,2021-02-15,Level 2
19011,Nellore,90,2024-05-25,Level 2
19012,Salem,100,2020-10-19,Level 2
19013,Tuticorin,43,2021-03-16,Level 2
19014,Bilaspur,3.3,2020-07-10,Level 1
19015,Allahabad,300,2022-05-16,DC Fast
19016,Ambala,3.3,2023-02-15,Level 1
19017,Jaipur,90,2020-05-30,Level 2
19018,Imphal,300,2022-02-08,DC Fast
19019,Coimbatore,250,2022-06-22,DC Fast
19020,Visakhapatnam,180,2024-08-26,DC Fast
19021,Raipur,11,2023-01-13,Level 1
19022,Kolkata,300,2024-02-15,DC Fast
19023,Bilaspur,3.3,2022-03-02,Level 1
19024,Varanasi,50,2019-03-19,Level 2
19025,Rohtak,200,2023-10-05,DC Fast
19026,Navi Mumbai,30,2021-11-25,Level 2
19027,Aligarh,7.2,2023-08-12,Level 1
19028,Kakinada,150,2023-10-31,DC Fast
19029,Nanded,7.2,2019-09-26,Level 1
19030,Warangal,250,2020-11-27,DC Fast
19031,Rajkot,100,2019-04-01,Level 2
19032,Bhopal,43,2020-06-16,Level 2
19033,Mysuru,30,2021-04-07,Level 2
